Obs Key,Taxon grou,TaxonName,Common Nam,date,grid,location,survey,note,All Design,Sample Yea,Recorders,Sample 1 k,Northing,Easting
SR0003650001JCK7,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD4T,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD4U,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD4V,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ6,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ7,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ8,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJ9,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJA,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJB,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKV,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKW,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKX,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKY,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKZ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCHV,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCHW,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCHX,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCHY,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI0,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIP,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIQ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIR,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIS,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIT,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIU,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIV,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJK,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJN,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJO,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJP,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJQ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKF,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKG,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKH,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKI,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKJ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKK,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKL,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJR,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJS,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJT,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJU,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKN,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKP,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI2,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI3,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI4,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIW,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIX,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIY,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIZ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI5,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI7,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI8,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCI9,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCK8,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCK9,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKA,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKC,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKD,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCKE,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIH,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCII,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIJ,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJD,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJE,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCJF,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
