tok,rtvk,rtlik,actual_name,date,date_start,date_end,date_type,date_entered,date_modified,grid,grid_ref_type,grid_ref_release_res,location,count,abundance,recorder,determiner,determination_type,record_type,survey,source_meta_data,ring_number,note,verification_level,date_formatted,easting_centred,northing_centred,easting_min,northing_min,easting_max,northing_max,grid_ref_10m_sq,grid_ref_100m_sq,grid_ref_1km_sq,grid_ref_10km_sq,lat,lon,resolution,geom_point,geom_poly,geom_mobile,updated_at,created_at,vc,ua,lrc_array
LC0002150001BLFT,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,28/09/2020,28/09/2020,28/09/2020,D,28/02/2022,28/02/2022,SO32921160,Imported,NULL,F1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,28/09/2020,332925,211605,332920,211600,332930,211610,SO32921160,SO329116,SO3211,SO31,51.79905052,-2.974085864,10,0101000020346C000000000000F451144100000000A8D40941,0103000020346C0000010000000500000000000000E05114410000000080D4094100000000E051144100000000D0D40941000000000852144100000000D0D4094100000000085214410000000080D4094100000000E05114410000000080D40941,0103000020346C0000010000002100000000000000DC55144100000000A8D40941F22208C9C85514410D50C1D121D30941EC0A29E18F5514412E2715A2AAD109410983387833551441EB6A0ADC50D009410803561BB7541441F0F953C921CF09418ACAFA911F541441EEF98E0F29CE0941696CF5AE7253144129EAAD3D70CD0941F9571F17B75214411CBAEF6DFECC094100000000F451144100000000D8CC094107A8E0E8305114411CBAEF6DFECC094197930A517550144129EAAD3D70CD09417635056EC84F1441EEF98E0F29CE0941F8FCA9E4304F1441F0F953C921CF0941F77CC787B44E1441EB6A0ADC50D0094114F5D61E584E14412E2715A2AAD109410EDDF7361F4E14410D50C1D121D30941000000000C4E144100000000A8D409410EDDF7361F4E1441F3AF3E2E2ED6094114F5D61E584E1441D2D8EA5DA5D70941F77CC787B44E14411595F523FFD80941F8FCA9E4304F14411006AC362EDA09417635056EC84F1441120671F026DB094197930A5175501441D71552C2DFDB094107A8E0E830511441E445109251DC094100000000F45114410000000078DC0941F9571F17B7521441E445109251DC0941696CF5AE72531441D81552C2DFDB09418ACAFA911F541441120671F026DB09410803561BB75414411006AC362EDA094109833878335514411595F523FFD80941EC0A29E18F551441D2D8EA5DA5D70941F22208C9C8551441F3AF3E2E2ED6094100000000DC55144100000000A8D40941,20/12/2023 18:13,20/12/2023 18:13,{35},"{144,181}",{3}
LC0002150001BLG7,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,29/09/2020,29/09/2020,29/09/2020,D,28/02/2022,28/02/2022,SO32921160,Imported,NULL,F1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,29/09/2020,332925,211605,332920,211600,332930,211610,SO32921160,SO329116,SO3211,SO31,51.79905052,-2.974085864,10,0101000020346C000000000000F451144100000000A8D40941,0103000020346C0000010000000500000000000000E05114410000000080D4094100000000E051144100000000D0D40941000000000852144100000000D0D4094100000000085214410000000080D4094100000000E05114410000000080D40941,0103000020346C0000010000002100000000000000DC55144100000000A8D40941F22208C9C85514410D50C1D121D30941EC0A29E18F5514412E2715A2AAD109410983387833551441EB6A0ADC50D009410803561BB7541441F0F953C921CF09418ACAFA911F541441EEF98E0F29CE0941696CF5AE7253144129EAAD3D70CD0941F9571F17B75214411CBAEF6DFECC094100000000F451144100000000D8CC094107A8E0E8305114411CBAEF6DFECC094197930A517550144129EAAD3D70CD09417635056EC84F1441EEF98E0F29CE0941F8FCA9E4304F1441F0F953C921CF0941F77CC787B44E1441EB6A0ADC50D0094114F5D61E584E14412E2715A2AAD109410EDDF7361F4E14410D50C1D121D30941000000000C4E144100000000A8D409410EDDF7361F4E1441F3AF3E2E2ED6094114F5D61E584E1441D2D8EA5DA5D70941F77CC787B44E14411595F523FFD80941F8FCA9E4304F14411006AC362EDA09417635056EC84F1441120671F026DB094197930A5175501441D71552C2DFDB094107A8E0E830511441E445109251DC094100000000F45114410000000078DC0941F9571F17B7521441E445109251DC0941696CF5AE72531441D81552C2DFDB09418ACAFA911F541441120671F026DB09410803561BB75414411006AC362EDA094109833878335514411595F523FFD80941EC0A29E18F551441D2D8EA5DA5D70941F22208C9C8551441F3AF3E2E2ED6094100000000DC55144100000000A8D40941,20/12/2023 18:13,20/12/2023 18:13,{35},"{144,181}",{3}
LC0002150001BLGF,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,30/09/2020,30/09/2020,30/09/2020,D,28/02/2022,28/02/2022,SO32921160,Imported,NULL,F1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,30/09/2020,332925,211605,332920,211600,332930,211610,SO32921160,SO329116,SO3211,SO31,51.79905052,-2.974085864,10,0101000020346C000000000000F451144100000000A8D40941,0103000020346C0000010000000500000000000000E05114410000000080D4094100000000E051144100000000D0D40941000000000852144100000000D0D4094100000000085214410000000080D4094100000000E05114410000000080D40941,0103000020346C0000010000002100000000000000DC55144100000000A8D40941F22208C9C85514410D50C1D121D30941EC0A29E18F5514412E2715A2AAD109410983387833551441EB6A0ADC50D009410803561BB7541441F0F953C921CF09418ACAFA911F541441EEF98E0F29CE0941696CF5AE7253144129EAAD3D70CD0941F9571F17B75214411CBAEF6DFECC094100000000F451144100000000D8CC094107A8E0E8305114411CBAEF6DFECC094197930A517550144129EAAD3D70CD09417635056EC84F1441EEF98E0F29CE0941F8FCA9E4304F1441F0F953C921CF0941F77CC787B44E1441EB6A0ADC50D0094114F5D61E584E14412E2715A2AAD109410EDDF7361F4E14410D50C1D121D30941000000000C4E144100000000A8D409410EDDF7361F4E1441F3AF3E2E2ED6094114F5D61E584E1441D2D8EA5DA5D70941F77CC787B44E14411595F523FFD80941F8FCA9E4304F14411006AC362EDA09417635056EC84F1441120671F026DB094197930A5175501441D71552C2DFDB094107A8E0E830511441E445109251DC094100000000F45114410000000078DC0941F9571F17B7521441E445109251DC0941696CF5AE72531441D81552C2DFDB09418ACAFA911F541441120671F026DB09410803561BB75414411006AC362EDA094109833878335514411595F523FFD80941EC0A29E18F551441D2D8EA5DA5D70941F22208C9C8551441F3AF3E2E2ED6094100000000DC55144100000000A8D40941,20/12/2023 18:13,20/12/2023 18:13,{35},"{144,181}",{3}
LC0002150001BLHR,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,29/09/2020,29/09/2020,29/09/2020,D,28/02/2022,28/02/2022,SO33751078,Imported,NULL,F9,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,29/09/2020,333755,210785,333750,210780,333760,210790,SO33751078,SO337107,SO3310,SO31,51.79177804,-2.961894622,10,0101000020346C000000000000EC5E14410000000008BB0941,0103000020346C0000010000000500000000000000D85E144100000000E0BA094100000000D85E14410000000030BB094100000000005F14410000000030BB094100000000005F144100000000E0BA094100000000D85E144100000000E0BA0941,0103000020346C0000010000002100000000000000D46214410000000008BB0941F22208C9C06214410D50C1D181B90941EC0A29E1876214412E2715A20AB80941098338782B621441EB6A0ADCB0B609410803561BAF611441F0F953C981B509418ACAFA9117611441EEF98E0F89B40941696CF5AE6A60144129EAAD3DD0B30941F9571F17AF5F14411CBAEF6D5EB3094100000000EC5E14410000000038B3094107A8E0E8285E14411CBAEF6D5EB3094197930A516D5D144129EAAD3DD0B309417635056EC05C1441EEF98E0F89B40941F8FCA9E4285C1441F0F953C981B50941F77CC787AC5B1441EB6A0ADCB0B6094114F5D61E505B14412E2715A20AB809410EDDF736175B14410D50C1D181B9094100000000045B14410000000008BB09410EDDF736175B1441F3AF3E2E8EBC094114F5D61E505B1441D2D8EA5D05BE0941F77CC787AC5B14411595F5235FBF0941F8FCA9E4285C14411006AC368EC009417635056EC05C1441120671F086C1094197930A516D5D1441D71552C23FC2094107A8E0E8285E1441E4451092B1C2094100000000EC5E144100000000D8C20941F9571F17AF5F1441E4451092B1C20941696CF5AE6A601441D81552C23FC209418ACAFA9117611441120671F086C109410803561BAF6114411006AC368EC00941098338782B6214411595F5235FBF0941EC0A29E187621441D2D8EA5D05BE0941F22208C9C0621441F3AF3E2E8EBC094100000000D46214410000000008BB0941,20/12/2023 18:13,20/12/2023 18:13,{35},"{144,181}",{3}
LC0002150001BLHW,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,30/09/2020,30/09/2020,30/09/2020,D,28/02/2022,28/02/2022,SO33751078,Imported,NULL,F9,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,30/09/2020,333755,210785,333750,210780,333760,210790,SO33751078,SO337107,SO3310,SO31,51.79177804,-2.961894622,10,0101000020346C000000000000EC5E14410000000008BB0941,0103000020346C0000010000000500000000000000D85E144100000000E0BA094100000000D85E14410000000030BB094100000000005F14410000000030BB094100000000005F144100000000E0BA094100000000D85E144100000000E0BA0941,0103000020346C0000010000002100000000000000D46214410000000008BB0941F22208C9C06214410D50C1D181B90941EC0A29E1876214412E2715A20AB80941098338782B621441EB6A0ADCB0B609410803561BAF611441F0F953C981B509418ACAFA9117611441EEF98E0F89B40941696CF5AE6A60144129EAAD3DD0B30941F9571F17AF5F14411CBAEF6D5EB3094100000000EC5E14410000000038B3094107A8E0E8285E14411CBAEF6D5EB3094197930A516D5D144129EAAD3DD0B309417635056EC05C1441EEF98E0F89B40941F8FCA9E4285C1441F0F953C981B50941F77CC787AC5B1441EB6A0ADCB0B6094114F5D61E505B14412E2715A20AB809410EDDF736175B14410D50C1D181B9094100000000045B14410000000008BB09410EDDF736175B1441F3AF3E2E8EBC094114F5D61E505B1441D2D8EA5D05BE0941F77CC787AC5B14411595F5235FBF0941F8FCA9E4285C14411006AC368EC009417635056EC05C1441120671F086C1094197930A516D5D1441D71552C23FC2094107A8E0E8285E1441E4451092B1C2094100000000EC5E144100000000D8C20941F9571F17AF5F1441E4451092B1C20941696CF5AE6A601441D81552C23FC209418ACAFA9117611441120671F086C109410803561BAF6114411006AC368EC00941098338782B6214411595F5235FBF0941EC0A29E187621441D2D8EA5D05BE0941F22208C9C0621441F3AF3E2E8EBC094100000000D46214410000000008BB0941,20/12/2023 18:13,20/12/2023 18:13,{35},"{144,181}",{3}
LC0002150001BLLX,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,14/05/2021,14/05/2021,14/05/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,14/05/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLM6,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,15/05/2021,15/05/2021,15/05/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,15/05/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLMM,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,16/05/2021,16/05/2021,16/05/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,16/05/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLNC,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,17/05/2021,17/05/2021,17/05/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,17/05/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLO0,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,19/05/2021,19/05/2021,19/05/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,19/05/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLO9,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,19/05/2021,19/05/2021,19/05/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,19/05/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLPL,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,24/05/2021,24/05/2021,24/05/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,24/05/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLQ2,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,30/06/2021,30/06/2021,30/06/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,30/06/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
